director,peso_diretor
Erick Peyton,5.5
Erick Zonca,7.0
Ericson Core,7.1
Erik Anjou,6.9
Erik Balling,7.1
Erik Blomberg,7.1
Erik Burke,7.5
Erik Canuel,6.9
Erik Estenberg,2.2
Erik Fleming,3.9
Erik Gandini,6.8
Erik Gustavson,5.9
Erik Lamens,6.7
Erik Leijonborg,6.9
Erik L�chen,7.0
Erik MacArthur,2.1
Erik Matti,6.0
Erik Nelson,7.6
Erik Poppe,7.3
Erik S. Weigel,6.7
Erik Sharkey,7.5
Erik Shirai,
Erik Skjoldbj�rg,6.3
Erik Smith Meyer,6.6
Erik Van Looy,6.6
Erik Wernquist,7.6
Erik White,4.8
Erin Berry,4.3
Erin Davies,6.6
Erin Lee Carr,6.4
Eriq La Salle,6.9
Erle C. Kenton,6.9
Ermanno Olmi,7.4
Ermek Tursunov,7.1
Ernest B. Schoedsack,6.4
Ernest C. Warde,5.9
Ernest Day,5.6
Ernest Pintoff,4.7
Ernest R. Dickerson,5.9
Ernest Thompson,5.8
Ernesto Cabellos,7.1
Ernesto Contreras,7.0
Ernesto Daranas,7.6
Ernesto D�az Espinoza,5.5
Ernesto Mart�n,5.5
Ernesto O�a,5.0
Ernie Barbarash,5.6
Ernst Gossner,5.6
Ernst Hofbauer,4.4
Ernst Lubitsch,7.3
Ernst Marischka,6.7
Eron Sheean,5.3
Eros Puglielli,6.4
Errol Morris,7.3
Ersoy G�ler,6.9
Ertem Egilmez,8.6
Erwin C. Dietrich,4.5
Erwin Wagenhofer,7.5
Esa Illi,6.2
Esben T�nnesen,7.7
Esen Isik,
Eskil Vogt,7.0
Esmir Filho,6.8
Esm� Lammers,6.8
Esteban Echeverr�a,7.3
Esteban Ram�rez,6.0
Esteban Sapir,7.5
Estela Bravo,7.4
Estela Renner,7.8
Esther Robinson,6.9
Esther Rots,7.0
Etan Cohen,6.1
Ethan Hawke,6.0
Ethan Spaulding,6.8
Ethan Wiley,4.3
Etienne Faure,5.9
Etienne P�rier,6.4
Ettore Scola,7.2
Eugene Corr,6.6
Eugene Forde,7.2
Eugene Jarecki,7.5
Eugene Levy,5.8
Eugene Marner,6.2
Eugene McGing,
Eugenie Jansen,7.4
Eugenio Derbez,7.6
Eugenio Mart�n,5.8
Eugenio Mira,5.7
Eugenio Puppo,
Eug�ne Green,6.5
Eug�ne Louri�,6.1
Eun-Hyung Park,7.3
Eun-jin Pang,7.1
Eun-kyung Kim,6.1
Eun-tae Kim,6.1
Euzhan Palcy,7.2
Eva Husson,6.1
Eva Ionesco,6.4
Eva Jin,5.9
Eva Sereny,5.8
Eva Stotz,6.8
Eva S�rhaug,6.2
Evald Schorm,6.9
Evan Beloff,5.8
Evan Clarry,6.2
Evan Dunsky,5.2
Evan Glodell,6.4
Evan Kelly,4.8
Evan Leong,7.4
Evan Oppenheimer,5.6
Evan Richards,7.0
Evelyn Purcell,5.2
Everardo Valerio Gout,6.8
Everett Lewis,5.4
Everything Is Terrible,7.1
Evgeniy Abyzov,5.0
Evgeniy Bedarev,6.4
Evgeniy Lavrentev,5.4
Evgeniy Shelyakin,6.0
Evgeniy Tashkov,7.5
Evgeny Afineevsky,6.1
Evgeny Ruman,7.6
Ewald Andr� Dupont,6.5
Ewan McGregor,
Eytan Fox,7.0
Eytan Rockaway,7.9
Ezekiel Norton,6.1
Ezel Akay,6.4
Ezio Greggio,4.6
Ezna Sands,5.8
Ezra Edelman,8.3
Ezra Kemp,
F. Gary Gray,7.0
F. Javier Guti�rrez,6.2
F. Percy Smith,7.0
F. Richard Jones,7.3
F.A. Brabec,7.4
F.W. Murnau,7.6
Fabien Constant,5.6
Fabien Garcia,4.8
Fabien Onteniente,4.0
Fabien Raymond,7.9
Fabienne Berthaud,6.2
Fabiomassimo Lozzi,6.2
Fabi�n Bielinsky,7.6
Fabrice Du Welz,5.9
Fabrice Genestal,4.6
Fabrice Gobert,6.4
Fabrice Joubert,7.1
Fabrizio De Angelis,4.2
Fabrizio Laurenti,3.9
Faith Granger,6.9
Faith Hubley,5.0
Faiza Ahmad Khan,8.0
Famke Janssen,5.1
Faouzi Bensa�di,6.2
Faozan Rizal,7.7
Farah Khan,5.4
Farhad Mann,3.7
Farhan Akhtar,7.6
Farogh Siddique,5.1
Farren Blackburn,4.5
Faruk Aksoy,7.4
Fatih Akin,7.5
Fausto Brizzi,5.8
Faye Jackson,5.7
Fazil,8.6
Fede Alvarez,6.5
Federica Di Giacomo,
Federico Bondi,6.8
Federico Fellini,7.5
Federico Moccia,5.8
Federico Veiroj,6.2
Federico Zampaglione,5.5
Fedor Bondarchuk,5.8
Felicitas Korn,5.6
Feliks Falk,6.9
Felipe Braga,6.1
Felipe Cazals,7.3
Felipe Joffily,4.7
Felix Chong,5.8
Felix E. Feist,6.4
Felix Fuchssteiner,6.1
Felix Herngren,7.1
Felix Moeller,6.9
Felix Thompson,8.2
Felix van Groeningen,7.6
Fellipe Barbosa,7.2
Fenar Ahmad,6.2
Feo Aladag,6.9
Ferdinand Fairfax,5.8
Ferdinand Khittl,7.3
Ferdinando Baldi,5.5
Ferdinando Vicentini Orgnani,6.9
Ferenc Andr�s,8.1
Ferenc R�fusz,7.6
Ferenc T�r�k,6.6
Fernanda Cardoso,6.1
Fernando Arrabal,6.9
Fernando Barreda Luna,5.1
Fernando Coimbra,7.6
Fernando Colomo,6.1
Fernando Di Leo,6.4
Fernando E. Solanas,7.6
Fernando Eimbcke,6.9
Fernando Fern�n G�mez,7.1
Fernando Fragata,6.2
Fernando Gonz�lez Molina,6.3
Fernando Lebrija,
Fernando Le�n de Aranoa,7.2
Fernando Lopes,7.2
Fernando Meirelles,6.6
Fernando P�rez,6.8
Fernando Ruiz,4.6
Fernando Salem,
Fernando Sari�ana,6.2
Fernando Spiner,5.9
Fernando Trueba,6.6
Ferne Pearlstein,
Ferruccio Marotti,6.8
Ferzan Ozpetek,6.8
Fez Noriega,5.9
Fielder Cook,6.9
Fien Troch,6.4
Filip Maciejewicz,4.5
Filip Marczewski,5.3
Filip Tegstedt,4.9
Filip Van Neyghem,5.8
Filipp Yankovskiy,6.1
Filippos Koutsaftis,8.3
Filippos Tsitos,6.4
Fin Edquist,
Fina Torres,6.5
Finn Taylor,6.6
Fiorella Infascelli,6.9
Fisher Stevens,5.8
Flamarion Ferreira,1.1
Flavio Florencio,5.6
Flavio Frederico,5.6
Flavio Mogherini,6.1
Fleming E. Fuller,5.8
Fletcher Markle,6.7
Florence Quentin,4.4
Florent-Emilio Siri,6.8
Floria Sigismondi,6.6
Florian Cossen,6.7
Florian David Fitz,5.5
Florian Flicker,6.5
Florian Gallenberger,7.2
Florian Gottschick,6.2
Florian G�rtner,4.5
Florian Habicht,6.9
Florian Henckel von Donnersmarck,7.3
Florian Hoffmeister,5.4
Florian Opitz,6.8
Florian Schwarz,6.1
Florin Serban,7.2
Flori�n Rey,
Floyd Mutrux,6.3
Fokionas Bogris,
Fons Rademakers,6.9
Ford Beebe,5.9
Forest Whitaker,5.7
Forugh Farrokhzad,8.0
Fouad Mikati,5.0
Fow Pyng Hu,6.1
Fran Rubel Kuzui,5.5
Franc Roddam,6.3
Franc. Reyes,5.3
Frances Marion,6.7
Francesca Archibugi,6.7
Francesca Comencini,6.0
Francesca Gregorini,6.0
Francesca Joseph,6.2
Francesco Amato,6.3
Francesco Barilli,6.8
Francesco Bruni,6.4
Francesco Calogero,6.0
Francesco Cinquemani,
Francesco Laudadio,4.9
Francesco Maselli,5.9
Francesco Massaro,5.5
Francesco Munzi,7.1
Francesco Patierno,5.3
Francesco Rosi,7.0
Francesco Stefani,7.2
Francine McDougall,5.5
Francine Parker,6.7
Francis D. Lyon,6.4
Francis Delia,4.9
Francis Ford Coppola,7.0
Francis Giacobetti,4.6
Francis Glebas,5.9
Francis Lawrence,7.1
Francis Megahy,5.5
Francis Palluau,6.2
Francis Schaeffer,4.6
Francis Teri,4.7
Francis Veber,6.7
Francis Vose,8.4
Francisco Franco Alba,7.3
Francisco J. Lombardi,6.9
Francisco Laresgoiti,4.2
Francisco P�rez-Dolz,6.6
Francisco Ramalho Jr.,6.8
Francisco Ribeiro,7.8
Francisco Vargas,7.8
Francisco Varone,
Franck Gastambide,5.3
Franck Khalfoun,5.6
Franck Mancuso,6.6
Franck Ribi�re,6.3
Franck Richard,4.8
Franck Vestiel,5.3
Franco Amurri,5.9
Franco Battiato,4.3
Franco Brusati,7.3
Franco Piavoli,7.6
Franco Prosperi,5.5
Franco Rossi,6.4
Franco Rosso,7.3
Franco Zeffirelli,6.8
Frank A. Cappello,5.9
Frank Agrama,3.9
Frank Beal,5.7
Frank Beyer,7.3
Frank Borzage,7.0
Frank C. Schr�der,7.0
Frank Capra,7.2
Frank Coraci,6.2
Frank D. Gilroy,6.3
Frank Darabont,7.8
Frank De Felitta,7.1
Frank E. Flowers,5.9
Frank Gladstone,4.1
Frank H. Woodward,7.3
Frank Hall Green,7.2
Frank Harper,5.1
Frank Henenlotter,5.5
Frank Hurley,7.5
Frank Ketelaar,6.4
Frank LaLoggia,5.3
Frank Laughlin,4.6
Frank Launder,7.1
Frank Lin,5.8
Frank Lloyd,6.7
Frank Longo,5.7
Frank Lotito,8.4
Frank Marino,4.5
Frank Marshall,6.4
Frank Martin,7.8
Frank McDonald,5.8
Frank Merle,4.3
Frank Miller,4.8
Frank Nissen,6.2
Frank Novak,6.8
Frank Oz,6.5
Frank Packard,4.1
Frank Pavich,8.1
Frank Perry,6.5
Frank Piasechi Poulsen,7.0
Frank Pierson,7.1
Frank Popper,7.4
Frank Powell,5.9
Frank R. Strayer,6.2
Frank Rainone,4.9
Frank Ripploh,6.6
Frank Ross,5.3
Frank Ryan,6.4
Frank Sabatella,4.5
Frank Scheffer,6.5
Frank Sebastiano,6.0
Frank Simon,7.7
Frank Sinatra,6.5
Frank Sudol,4.4
Frank Tashlin,6.4
Frank Theys,7.4
Frank Tuttle,6.5
Frank Urson,7.4
Frank Van Passel,6.0
Frank Whaley,6.3
Frank Wisbar,7.4
Frank Woodruff,6.4
Frank Zappa,7.8
Frank Zuniga,6.2
Frank van Mechelen,7.0
Frank van den Engel,6.6
Frankie Chen,7.4
Frankie Chung,5.6
Frankie Latina,4.9
Franklin Adreon,6.9
Franklin Guerrero Jr.,4.8
Franklin J. Schaffner,6.7
Franny Armstrong,7.0
Frans Nel,3.4
Frans Weisz,7.0
Frans Zwartjes,6.4
Frant Gwo,5.7
Frantisek C�p,7.3
Frantisek Vl�cil,7.4
Franz Antel,8.1
Franz Peter Wirth,3.5
Franziska Buch,5.9
Franziska Meletzky,6.9
Fran�ois Armanet,5.9
Fran�ois Bertrand,7.4
Fran�ois Bouvier,6.1
Fran�ois Desagnat,
Fran�ois Dompierre,6.2
Fran�ois Dupeyron,6.8
Fran�ois Girard,6.9
Fran�ois Hanss,6.1
Fran�ois Leterrier,3.5
Fran�ois Ozon,6.7
Fran�ois Truffaut,7.5
Fran�ois Velle,6.4
Fraser Clarke Heston,6.2
Frauke Finsterwalder,6.9
Frazer Bailey,7.0
Fred Allen,5.4
Fred Andrews,3.7
Fred Barzyk,7.3
Fred C. Brannon,5.8
Fred C. Newmeyer,7.4
Fred Cavay�,6.7
Fred Coe,7.3
Fred Dekker,6.0
Fred Durst,5.9
Fred F. Sears,5.8
Fred G. Sullivan,6.1
Fred Gallo,2.7
Fred Gerber,5.4
Fred Grivois,6.1
Fred Guiol,7.0
Fred Haines,6.3
Fred Kelemen,6.4
Fred Louf,6.3
Fred M. Wilcox,7.0
Fred Niblo,7.2
Fred Olen Ray,3.5
Fred Savage,2.8
Fred Schepisi,6.5
Fred Walton,6.4
Fred Wolf,5.8
Fred Zinnemann,7.4
Fredde Granberg,4.6
Freddie Francis,5.6
Freddy Coppens,5.3
Frederic Golchan,5.3
Frederic Goode,5.3
Frederick Baker,6.9
Frederick De Cordova,5.4
Frederick King Keller,7.5
Frederick R. Friedel,4.8
Frederick Wiseman,7.5
Frederik Du Chau,5.4
Frederikke Asp�ck,5.8
Fredi M. Murer,7.5
Fredric Hobbs,5.2
Fredrik Boklund,4.5
Fredrik Bond,6.4
Fredrik Edfeldt,6.2
Fredrik Gertten,7.4
Fredrik Hiller,4.5
Fredrik Lindstr�m,5.6
Freida Lee Mock,6.8
Friedrich Feher,7.4
Friedrich Moser,
Fritz B�ttger,2.3
Fritz Genschow,6.7
Fritz Hippler,4.8
Fritz Kiersch,5.1
Fritz Lang,7.3
Friz Freleng,7.4
Fri�rik ��r Fri�riksson,7.3
Fro Rojas,6.9
Fruit Chan,6.0
Fr�d�ric Auburtin,3.6
Fr�d�ric Back,7.9
Fr�d�ric Beigbeder,6.1
Fr�d�ric Berthe,4.8
Fr�d�ric Fonteyne,7.1
Fr�d�ric Forestier,5.0
Fr�d�ric Garson,5.6
Fr�d�ric Jardin,6.7
Fr�d�ric Mermoud,6.7
Fr�d�ric Mitterrand,6.9
Fr�d�ric Schoendoerffer,6.3
Fr�d�ric Tcheng,7.2
Fr�d�ric Tellier,6.6
Fr�d�ric Videau,6.0
Fr�d�rique Barraja,5.6
Fu Shen,7.1
Fumihiko Sori,6.4
Fuminori Kizaki,7.3
Fuwad Khan,6.2
Fyodor Khitruk,8.1
F�bio Barreto,6.9
F�lix Enr�quez Alcal�,6.3
F�lix Viscarret,6.5
F�rid Boughedir,6.8
G.J. Echternkamp,8.7
G.W. Bitzer,5.7
Gabe Ib��ez,5.9
Gabe Klinger,6.8
Gabe Polsky,7.7
Gabe Torres,6.1
Gabe Turner,5.7
Gabor Csupo,6.5
Gabriel Aghion,5.9
Gabriel Axel,6.6
Gabriel Barylli,4.2
Gabriel Bologna,4.4
Gabriel Cowan,5.3
Gabriel Julien-Laferri�re,5.5
Gabriel Le Bomin,6.9
Gabriel London,8.1
Gabriel Mascaro,6.7
Gabriel Medina,6.5
Gabriel Osorio Vargas,
Gabriel Pascal,6.4
Gabriel Range,6.5
Gabriel Ripstein,6.4
Gabriel Rojas Vera,6.6
Gabriel Sabloff,6.8
Gabriela Cowperthwaite,8.1
Gabriela Pichler,6.6
Gabriela Tagliavini,4.2
Gabriele Albanesi,4.5
Gabriele Mainetti,
Gabriele Muccino,6.7
Gabriele Pignotta,5.5
Gabriele Salvatores,6.7
Gabrielle Baur,6.9
Gabrielle Beaumont,5.1
Gabrielle Demeestere,7.4
Gabrielle Savage Dockterman,6.6
Gaby Dellal,6.2
Gad Elmaleh,3.2
Gael Garc�a Bernal,4.5
Gail Harvey,4.8
Gajendra Ahire,6.6
Gakury� Ishii,7.1
Gale Edwards,4.5
Galt Niederhoffer,5.1
Gan Bi,
Gareth Carrivick,7.1
Gareth Edwards,6.5
Gareth Evans,7.5
Gareth Lewis,6.4
Gareth Maxwell Roberts,5.0
Gareth Rhys Jones,5.5
Garin Nugroho,6.6
Garrett Batty,5.5
Garrett Bennett,4.4
Garrett Brawith,5.2
Garri Bardin,7.4
Garry Beitel,6.5
Garry Marshall,5.9
Garson Kanin,6.7
Garth Davis,
Garth Jennings,6.9
Gary Alazraki,7.4
Gary Brockette,4.5
Gary Burns,6.7
Gary Chapman,5.6
Gary David Goldberg,6.0
Gary Entin,6.5
Gary Fleder,6.6
Gary Goddard,5.3
Gary Graver,4.6
Gary Halvorson,5.7
Gary Hardwick,6.2
Gary Hustwit,7.2
Gary J. Tunnicliffe,4.2
Gary Jones,4.2
Gary Khammar,7.1
Gary King,7.6
Gary Lennon,5.7
Gary Leva,7.4
Gary Love,5.9
Gary Lundgren,6.1
Gary McKendry,6.5
Gary Michael Schultz,
Gary Nelson,6.1
Gary O. Bennett,5.3
Gary Oldman,7.4
Gary P. Cohen,5.3
Gary Preisler,2.9
Gary Rogers,3.2
Gary Rosen,5.1
Gary Ross,7.4
Gary Rydstrom,7.1
Gary Sherman,5.9
Gary Shore,6.3
Gary Sinise,7.6
Gary Sinyor,5.7
Gary Tarn,7.4
Gary Trousdale,7.0
Gary Troy,3.7
Gary Walkow,5.7
Gary Weis,4.1
Gary Wheeler,5.5
Gary Winick,6.2
Gary Yates,5.9
Gaspar No�,7.2
Gaston Biraben,7.5
Gaston Kabor�,7.1
Gauri Shinde,7.9
Gautham Menon,7.9
Gavin Claxton,5.0
Gavin Grazer,6.0
Gavin Hood,6.9
Gavin Millar,6.9
Gavin O'Connor,7.3
Gavin Wiesen,6.6
Gavin Wilding,4.7
Gaylen Ross,7.1
Gaylene Preston,7.9
Ga�l Leiblang,6.9
Ga�l Morel,6.1
Ge Shuiying,3.6
Gee Malik Linton,
Geethu Mohandas,7.1
Geir Hansteen Jorgensen,7.5
Gemma Atwal,7.2
Gen Sekiguchi,7.8
Gen Takahashi,6.2
Gene Cajayon,6.6
Gene Feldman,7.1
Gene Fowler Jr.,4.5
Gene Kelly,6.7
Gene Nelson,4.8
Gene Quintano,5.6
Gene Saks,6.9
Gene Wilder,5.8
Genevi�ve Jolliffe,5.5
Genevi�ve Mersch,6.1
Genevi�ve Robert,4.9
Genji Nakamura,5.8
Gennadi Poloka,7.8
Gennadiy Kazanskiy,7.3
Gennadiy Ostrovskiy,5.3
Gennady Shpalikov,7.2
Gennaro Nunziante,6.3
Genndy Tartakovsky,7.4
Genrikh Oganisyan,7.5
Geo Santini,5.7
Geoff Anderson,4.4
Geoff Bowie,7.1
Geoff Browne,3.1
Geoff Burrowes,6.3
Geoff Klein,3.1
Geoff Lapaire,
Geoff Marslett,5.3
Geoff Murphy,6.0
Geoffrey Enthoven,6.5
Geoffrey Fletcher,6.1
Geoffrey Haley,6.4
Geoffrey O'Connor,8.0
Geoffrey Pepos,3.4
Geoffrey Reeve,5.1
Geoffrey Sax,6.4
Geoffrey Schaaf,3.9
Geoffrey Smith,8.1
Geoffrey Wright,5.7
Geordie Sabbagh,
Georg Fenady,4.9
Georg Wilhelm Pabst,7.3
George A. Romero,6.4
George Abbott,6.1
George Albert Smith,5.9
George Amponsah,4.7
George Archainbaud,6.4
George Armitage,6.1
George Axelrod,6.6
George B. Seitz,6.7
George Bamber,6.2
George Beck,5.6
George Bessudo,4.9
George Blair,5.7
George Bloomfield,6.1
George Bowers,4.8
George Butler,7.2
George C. Scott,6.2
George C. Wolfe,7.1
George Case,4.9
George Casey,7.3
George Clarke,
George Clooney,6.9
George Cukor,7.1
George Dorobantu,6.7
George Dunning,7.4
George Eastman,3.7
George Englund,6.3
George Erschbamer,4.8
George Fitzmaurice,6.7
George Gage,5.4
George Gallo,6.2
George Griffith,7.8
George Haas,4.5
George Halligan,5.3
George Hencken,6.8
George Hickenlooper,6.8
George Huang,5.7
George Isaac,4.3
George Kaczender,5.8
George King,6.5
George LaVoo,6.1
George Lazopoulos,6.2
George Loane Tucker,6.0
George Lowe,7.1
George Lucas,7.2
George Marshall,6.6
George McCowan,5.6
George Melford,7.3
George Mendeluk,4.9
George Mihalka,5.5
George Miller,5.8
George More O'Ferrall,6.5
George Nichols Jr.,6.5
George Nolfi,7.1
George Ovashvili,7.9
George P. Cosmatos,5.8
George Pal,6.7
George Paul Csicsery,7.3
George Pavlou,4.9
George Pollock,7.1
George Randol,3.4
George Ratliff,6.1
George Roy,8.0
George Roy Hill,7.0
George Schaefer,5.8
George Schlatter,5.6
George Schn�evoigt,7.1
George Scribner,7.0
George Seaton,7.2
George Sherman,6.1
George Sidney,6.6
George Sluizer,6.0
George Stevens,7.3
George Tillman Jr.,7.0
George VanBuskirk,3.5
George W. Hill,7.1
George Waggner,6.2
Georges Demen�,6.0
Georges Franju,7.1
Georges Lautner,7.0
Georges Monca,
Georges M�li�s,6.5
Georges Schwizgebel,7.1
Georgi Natanson,7.1
Georgi Yungvald-Khilkevich,6.1
Georgia Lee,6.5
Georgina Lightning,5.7
Georgios Papaioannou,6.5
Georgiy Daneliya,7.9
Georgiy Shengeliya,7.1
Georgy Malkov,4.1
Gerald Bezhanov,7.0
Gerald Fox,6.1
Gerald Kargl,7.6
Gerald Mayer,6.5
Gerald McMorrow,6.2
Gerald Peary,6.3
Gerald Potterton,6.7
Gerald Salmina,7.3
Gerald Seth Sindell,4.1
Gerald Thomas,5.9
Geralyn Pezanoski,7.6
Gerard Baldwin,7.0
Gerard Barrett,6.7
Gerard Damiano,4.8
Gerard Johnson,6.2
Gerard Johnstone,6.8
Gerard Stembridge,6.0
Gerardo Herrero,5.9
Gerardo Naranjo,6.0
Gerardo Olivares,6.9
Gerardo Vera,6.4
Gerardo de Leon,5.1
Gerd Oswald,5.8
Gereon Wetzel,6.3
Gergely Fony�,6.9
Gerhard Hahn,5.4
Gerhard Lamprecht,7.2
Germaine Dulac,6.9
German Doin,7.4
German Kral,
Germinal Alvarez,6.5
Gerrard Verhage,6.8
Gerry Lively,4.4
Gert Embrechts,6.3
Gert Fredholm,6.0
Gert de Graaff,7.2
Geun-hyeon Jo,6.6
Geun-seop Jeong,7.5
Gi-hoon Jeong,6.9
Gia Coppola,6.3
Gia Milani,6.1
Giacomo Battiato,6.2
Giacomo Campiotti,7.0
Giacomo Cimini,7.8
Giacomo Gentilomo,2.6
Giacomo Martelli,6.3
Giacomo Talamini,6.5
Giambattista Avellino,6.0
Gian Alfonso Pacinotti,6.0
Gian Luigi Polidoro,6.2
Gian Paolo Cugno,4.9
Gian Vittorio Baldi,7.6
Giancarlo Romitelli,5.2
Giancarlo Santi,6.5
Giancarlo Tallarico,4.8
Giancarlo Volpe,5.8
Gianfranco Baldanello,2.1
Gianfranco De Bosio,6.8
Gianfranco Giagni,6.7
Gianfranco Mingozzi,5.5
Gianfranco Pagani,3.9
Gianfranco Parolini,5.9
Gianfranco Piccioli,5.4
Gianfranco Rosi,6.9
Gianluca Ansanelli,5.2
Gianluca Maria Tavarelli,6.2
Gianluigi Calderone,5.4
Gianni Amelio,7.0
Gianni Crea,3.3
Gianni Di Gregorio,6.3
Gianni Manera,4.2
Gianni Puccini,7.3
Gianni Siragusa,4.8
Gianni Zanasi,6.8
Giannis Dalianidis,5.9
Giddens Ko,7.8
Gideon Bradshaw,7.5
Gideon Koppel,7.2
Gideon Raff,5.2
Gidi Dar,7.4
Gil Bettman,5.1
Gil Cates Jr.,5.2
Gil Junger,5.9
Gil Kenan,6.0
Gil Portes,6.6
Gil-young Jung,6.4
Gilbert Adler,5.2
Gilbert Cates,6.1
Gilbert Gunn,5.0
Gilbert K. Lukalia,2.4
Gilbert M. 'Broncho Billy' Anderson,4.6
Gilbert M. Shilton,3.9
Gilbert Moses,6.3
Gilberto Mart�nez Solares,6.9
Giles Foster,6.9
Giles Walker,5.5
Gill Dennis,4.3
Gilles Amado,9.1
Gilles Bourdos,6.2
Gilles Grangier,6.2
Gilles Legrand,6.9
Gilles Marchand,5.9
Gilles Mimouni,7.6
Gilles Paquet-Brenner,6.1
Gilles Penso,7.5
Gillian Armstrong,6.7
Gillian Greene,5.2
Gillian Grisman,7.2
Gillian Laub,6.5
Gillian Robespierre,6.8
Gillies MacKinnon,6.6
Gillo Pontecorvo,7.7
Gina Kim,6.4
Gina Prince-Bythewood,6.9
Gini Reticker,7.6
Gino Nichele,6.1
Giordano Gederlini,3.4
Giorgi Shengelaia,7.8
Giorgia Cecere,6.2
Giorgia Farina,5.9
Giorgio Amato,5.4
Giorgio Bianchi,6.1
Giorgio Capitani,7.1
Giorgio Cristallini,5.1
Giorgio Diritti,7.1
Giorgio Ferroni,5.6
Giorgio Serafini,4.3
Giorgio Stegani,6.2
Giorgos Georgopoulos,6.7
Giorgos Servetas,6.2
Giorgos Siougas,7.2
Giorgos Zois,7.2
Giovanna Gagliardo,5.2
Giovanni Galletta,2.9
Giovanni Pastrone,6.6
Giovanni Rodriguez,3.7
Giovanni Veronesi,5.8
Girish Mohite,5.3
Gisaburo Sugii,6.9
Gitanjali Rao,7.5
Giuliano Carnimeo,6.0
Giuliano Montaldo,6.7
Giulio Base,5.8
Giulio Berruti,5.0
Giulio Manfredonia,6.3
Giulio Paradisi,4.6
Giulio Petroni,7.2
Giulio Questi,6.6
Giulio Ricciarelli,7.4
Giuseppe Andrews,7.5
Giuseppe Bertolucci,7.2
Giuseppe Capotondi,6.7
Giuseppe Colizzi,6.3
Giuseppe De Santis,7.7
Giuseppe Ferrara,7.1
Giuseppe M. Gaudino,
Giuseppe Patroni Griffi,7.0
Giuseppe Piccioni,6.4
Giuseppe Rosati,5.7
Giuseppe Tornatore,7.7
Giuseppe Vari,5.5
Gjergj Xhuvani,7.2
Glauber Rocha,7.3
Gleb Orlov,5.9
Gleb Panfilov,7.8
Glen Coburn,5.1
Glen Goei,7.0
Glen Hill,7.3
Glen Kasper,7.4
Glen Morgan,5.3
Glen Pitre,5.8
Glendyn Ivin,6.7
Glenio Bonder,5.3
Glenn Chaika,5.0
Glenn Ciano,3.9
Glenn Gaylord,6.2
Glenn Gers,6.5
Glenn Gordon Caron,5.9
Glenn Jordan,6.9
Glenn McQuaid,6.1
Glenn Miller,3.3
Glenn Standring,5.8
Glenn Takakjian,4.3
Glenn Triggs,4.5
Glenn Tryon,4.7
Glenn Withrow,4.4
Godfrey Cheshire,7.1
Godfrey Grayson,5.1
Godfrey Ho,3.8
Godfrey Reggio,7.2
Goetz Grossmann,5.3
Goldie Behl,2.2
Gonzalo Arijon,8.1
Gonzalo Bendala,6.4
Gonzalo L�pez-Gallego,5.8
Gonzalo Su�rez,6.2
Gonzalo Tobal,6.7
Gooc-jin Ahn,
Gor Kirakosian,4.5
Goran Dukic,7.4
Goran Markovic,8.0
Goran Paskaljevic,7.1
Goran Radovanovic,7.8
Gorcin Stojanovic,7.9
Gordie Haakstad,6.5
Gordon Chan,5.9
Gordon Douglas,6.1
Gordon Flemyng,5.9
Gordon Hessler,5.8
Gordon Parks,6.7
Gordon Parks Jr.,6.0
Gordon Wiles,7.0
Gordon Willis,4.3
Gore Verbinski,6.9
Gorman Bechard,6.2
Gor� Miyazaki,7.1
Gotham Chopra,6.8
Gottfried Kolditz,5.5
Gottfried Reinhardt,6.7
Gough Lewis,5.5
Govind Nihalani,8.0
Govindan Aravindan,8.1
Gower Champion,5.4
Grace Lee,6.8
Gracia Querejeta,6.2
Graeme Campbell,6.1
Graeme Clifford,6.1
Graeme Ferguson,7.5
Graeme Harper,8.5
Graeme Rattigan,5.8
Graham Baker,5.4
Graham Cutts,6.2
Graham Elwood,7.2
Graham Linehan,6.1
Graham Ralph,7.3
Graham Reznick,4.4
Graham Theakston,5.8
Grant Baldwin,7.5
Grant Gee,7.4
Grant Hamilton,6.7
Grant Harvey,5.8
Grant Heslov,6.3
Grant Humphreys,
Granz Henman,4.7
Gray Hofmeyr,5.5
Greg 'Freddy' Camalier,7.7
Greg A. Sager,4.1
Greg Antonacci,3.6
Greg Barker,7.6
Greg Beeman,5.7
Greg Berlanti,6.8
Greg Carson,7.1
Greg Carter,5.7
Greg Coolidge,5.5
Greg D. Williams,6.8
Greg Derochie,5.5
Greg Francis,6.3
Greg Franklin,6.4
Greg Garthe,4.3
Greg Glienna,5.3
Greg Griffin,3.9
Greg Harrison,6.1
Greg Kiefer,
Greg Kohs,8.7
Greg Kwedar,
Greg Lamberson,5.5
Greg Levins,4.6
Greg Lombardo,5.7
Greg MacGillivray,6.9
Greg Marcks,6.5
Greg McLean,6.2
Greg Mottola,6.9
Greg Olliver,5.4
Greg Osborne,4.0
Greg Page,5.5
Greg Pak,5.9
Greg Pritikin,6.8
Greg Richardson,6.3
Greg Spence,5.3
Greg Swartz,6.3
Greg Whiteley,7.9
Greg Zglinski,6.8
Gregg Araki,6.2
Gregg Barson,7.0
Gregg Bishop,5.9
Gregg Champion,6.8
Gregg Simon,4.0
Gregor Jordan,6.3
Gregor Nicholas,6.5
Gregor Schnitzler,6.1
Gregori Viens,7.2
Gregorio Rocha,6.6
Gregory Colbert,8.4
Gregory Connors,3.4
Gregory Dark,4.7
Gregory Doran,8.2
