released,genre,director,nota_imdb
2012,Comédia,Ersoy Güler,6.9
2012,Comédia,Everything Is Terrible,7.1
2012,Comédia,Felipe Joffily,5.8
2012,Comédia,Florian David Fitz,5.5
2012,Comédia,Franck Gastambide,5.3
2012,Comédia,"Francois Lamoureux, Pierre Lamoureux",7.9
2012,Comédia,"Frédéric Forestier, Thomas Langmann",5.2
2012,Comédia,Gert Embrechts,6.3
2012,Comédia,Gianluca Ansanelli,5.2
2012,Comédia,Giulio Manfredonia,5.2
2012,Comédia,Greg Garthe,4.3
2012,Comédia,Helmut Dietl,4.1
2012,Comédia,"Herv� Mimran, G�raldine Nakache",4.2
2012,Comédia,Hugo G�lin,6.4
2012,Comédia,Ishai Setton,5.4
2012,Comédia,Ivan Silvestrini,6.6
2012,Comédia,"J,C, Reifenberg",6.1
2012,Comédia,Jamie Travis,6
2012,Comédia,Jared Cohn,3.1
2012,Comédia,Jason Michael Brescia,4.6
2012,Comédia,Jason Woliner,7.1
2012,Comédia,Jay Chandrasekhar,4.9
2012,Comédia,Jay Chapman,6.3
2012,Comédia,Jay Chapman,7
2012,Comédia,"Jay Duplass, Mark Duplass",5.9
2012,Comédia,Jay Karas,8.1
2012,Comédia,Jay Karas,6.6
2012,Comédia,Jay Karas,7.2
2012,Comédia,Jay Roach,6.2
2012,Comédia,Joe DeMaio,8
2012,Comédia,Joel Gallen,7
2012,Comédia,"Jon Hurwitz, Hayden Schlossberg",6.8
2012,Comédia,Jordan Brady,7.2
2012,Comédia,Jordan Galland,5.2
2012,Comédia,Jordan Roberts,5.9
2012,Comédia,Judd Apatow,6.2
2012,Comédia,Julien Abraham,6.1
2012,Comédia,Justin SchGuerraz,5.6
2012,Comédia,Kenny Young,3.6
2012,Comédia,Kevin Connor,6
2012,Comédia,Kevin O'Neill,4.5
2012,Comédia,Larry Charles,6.4
2012,Comédia,Lauri Maijala,4.3
2012,Comédia,Luca Miniero,5.2
2012,Comédia,Manny Rodriguez,7.1
2012,Comédia,Manny Rodriguez,7.8
2012,Comédia,Marc Rothemund,6
2012,Comédia,"Marcus H, Rosenm�ller",6.2
2012,Comédia,Marcus Raboy,5
2012,Comédia,Mario Van Peebles,4
2012,Comédia,Mark Farrell,6.5
2012,Comédia,Mark Simon Hewis,5.4
2012,Comédia,Massimiliano Bruno,6.3
2012,Comédia,Matthew Lillard,6.4
2012,Comédia,Maurizio Casagrande,5.8
2012,Comédia,Michael Dimich,6.3
2012,Comédia,Mick De Montignie,5.6
2012,Comédia,Mikael Syr�n,5.2
2012,Comédia,"Mike Birbiglia, Seth Barrish",6.8
2012,Comédia,Mikko Kuparinen,5.6
2012,Comédia,M�rten Klingberg,5.7
2012,Comédia,Nigel Cole,5.3
2012,Comédia,Nitin Kakkar,7.3
2012,Comédia,Oliver Ziegenbalg,5.6
2012,Comédia,"Olivier Baroux, Kad Merad",5.2
2012,Comédia,Paolo Genovese,6.5
2012,Comédia,Paul Angunawela,2.6
2012,Comédia,"Paul D, Hannah",4.9
2012,Comédia,Ralf Huettner,6.2
2012,Comédia,Reza Attaran,6
2012,Comédia,Rob Williams,5.5
2012,Comédia,Robert Sarkies,5.7
2012,Comédia,Roberto Santucci,5.3
2012,Comédia,Romain L�vy,6
2012,Comédia,Roman Coppola,4.8
2012,Comédia,Ryan Polito,7.5
2012,Comédia,Ryan Polito,7.3
2012,Comédia,Ryan Polito,7.2
2012,Comédia,Ryan Polito,7.6
2012,Comédia,Ryan Polito,6.9
2012,Comédia,Sachin Kundalkar,4.3
2012,Comédia,Scott Gabriel,6.2
2012,Comédia,"Scott L, Montoya",7.1
2012,Comédia,"Scott L, Montoya",6.6
2012,Comédia,"Scott L, Montoya",7.1
2012,Comédia,"Scott L, Montoya",6.8
2012,Comédia,Sean Anders,5.6
2012,Comédia,Shannon Hartman,7.6
2012,Comédia,"Shari Springer Berman, Robert Pulcini",5.8
2012,Comédia,Sherry Hormann,5.6
2012,Comédia,Silvio Soldini,6.2
2012,Comédia,Steven Kampmann,4.3
2012,Comédia,Sven Bohse,6.3
2012,Comédia,S�lveig Anspach,6.4
2012,Comédia,Teemu Nikki,6.5
2012,Comédia,Teppo Airaksinen,6.2
2012,Comédia,Terracino,6.4
2012,Comédia,Thomas Gilou,5.3
2012,Comédia,"Tim Heidecker, Eric Guerraeheim",5.2
2012,Comédia,"Timothy L, Anderson",7.1
2012,Comédia,Todd Rohal,3.9
2012,Comédia,Tom Morris,4.3
2012,Comédia,Troy Miller,5.6
2012,Comédia,Tudor Giurgiu,7.3
2012,Comédia,Ulf Malmros,4.6
2012,Comédia,Vera Storozheva,6.5
2012,Comédia,"Wilson Chin, Shu-Kai Chung",4.8
2012,Comédia,Yvan Attal,4.8
2012,"Comédia, Crime",J�r�me Enrico,6.6
2012,"Comédia, Crime",Martin McDonagh,7.2
2012,"Comédia, Crime",Michael Hoffman,5.7
2012,"Comédia, Crime",Nima Nourizadeh,6.7
2012,"Comédia, Crime",Pascal Thomas,4.6
2012,"Comédia, Crime, Drama",Adam Leon,6.6
2012,"Comédia, Crime, Drama",Jake Schreier,7.1
2012,"Comédia, Crime, Drama",Jonas �kerlund,6.1
2012,"Comédia, Crime, Drama",Ken Loach,7
2012,"Comédia, Crime, Drama","R, Kelly, Jim Swaffield",7.6
2012,"Comédia, Crime, Drama",Takashi Miike,6.7
2012,"Comédia, Crime, Drama",Tyler Perry,4.7
2012,"Comédia, Crime, Drama",�ystein Karlsen,5.8
2012,"Comédia, Crime, Família",Peter Hewitt,3.9
2012,"Comédia, Crime, Mistério",Marc Fitoussi,5.4
2012,"Comédia, Crime, Romance","Colin Carter, Sandra Feldman",4.6
2012,"Comédia, Crime, Romance",Kenji Uchida,7.4
2012,"Comédia, Crime, Thriller","Andres Kõpper, Arun Tamm",6.9
2012,"Comédia, Crime, Thriller",Charles Matthau,6.5
2012,"Comédia, Crime, Thriller",Craig Viveiros,5.9
2012,"Comédia, Crime, Thriller",Fisher Stevens,6.5
2012,"Comédia, Crime, Thriller",Michael Winnick,5.5
2012,"Comédia, Drama",Alexander Poe,4.6
2012,"Comédia, Drama","Alexandre de La Patellière, Matthieu Delaporte",7.3
2012,"Comédia, Drama",Alonso Mayo,7.3
2012,"Comédia, Drama",Anne Fletcher,5.8
2012,"Comédia, Drama",Ash Christian,4.9
2012,"Comédia, Drama",Babis Makridis,5.4
2012,"Comédia, Drama",Boris Khlebnikov,5.9
2012,"Comédia, Drama",Brian Dannelly,6.4
2012,"Comédia, Drama",Brian Robbins,5.9
2012,"Comédia, Drama",Brian Robbins,5.9
2012,"Comédia, Drama",Carlo Verdone,6.2
2012,"Comédia, Drama",Cesc Gay,6.5
2012,"Comédia, Drama",Chadd Harbold,4.6
2012,"Comédia, Drama",Coley Sohn,6.2
2012,"Comédia, Drama",Corey Grant,5.3
2012,"Comédia, Drama",Dag Johan Haugerud,6.7
2012,"Comédia, Drama",Daisy von Scherler Mayer,5.1
2012,"Comédia, Drama",Daniele Ciprì,6.8
2012,"Comédia, Drama","David S, Cass Sr,",6.7
2012,"Comédia, Drama","Dominique Cardona, Laurie Colbert",6.2
2012,"Comédia, Drama","Dominique Cardona, Laurie Colbert",6.2
2012,"Comédia, Drama",Dustin Hoffman,6.8
2012,"Comédia, Drama",Eddy Terstall,6.7
2012,"Comédia, Drama",Edouard Deluc,6.2
2012,"Comédia, Drama",Ela Thier,6.8
2012,"Comédia, Drama","Evgeniy Abyzov, Sarik Andreasyan, Alan Badoev, Dmitriy Dyuzhev, Ashot Keshchyan, Tikhon Kornev, Karen Oganesyan, Eldar Salavatov",7
2012,"Comédia, Drama",Haifaa Al-Mansour,7.6
2012,"Comédia, Drama",Ishai Setton,5
2012,"Comédia, Drama",Jay Gammill,5.6
2012,"Comédia, Drama",Jens Sj�gren,6.3
2012,"Comédia, Drama",Joan Carr-Wiggin,7
2012,"Comédia, Drama",Jonathan Lisecki,6.1
2012,"Comédia, Drama",Josh Radnor,6.8
2012,"Comédia, Drama",Jo�l Vanhoebrouck,5.8
2012,"Comédia, Drama","Kevin McManus, Matthew McManus",6.3
2012,"Comédia, Drama",Mani Haghighi,7.1
2012,"Comédia, Drama",Marcus Markou,6.1
2012,"Comédia, Drama",Marialy Rivas,6.2
2012,"Comédia, Drama",Martin Lund,5.9
2012,"Comédia, Drama",Matheus Souza,5.4
2012,"Comédia, Drama",Matteo Garrone,6.7
2012,"Comédia, Drama",Mauro Lima,4.8
2012,"Comédia, Drama",Michael Walker,5.5
2012,"Comédia, Drama",Mika Kaurism�ki,6.5
2012,"Comédia, Drama",Miroslav Momcilovic,7.4
2012,"Comédia, Drama",Naoko Ogigami,7.1
2012,"Comédia, Drama",Nathan Silver,7
2012,"Comédia, Drama",Nick Quinn,5.6
2012,"Comédia, Drama",Noah Baumbach,7.4
2012,"Comédia, Drama",No�mie Lvovsky,6.3
2012,"Comédia, Drama","P,J, Hogan",6.1
2012,"Comédia, Drama",Paco Le�n,6.3
2012,"Comédia, Drama","Pascal Arnold, Jean-Marc Barr",5.3
2012,"Comédia, Drama",Pascal Bonitzer,6.2
2012,"Comédia, Drama",Patricia Riggen,5.6
2012,"Comédia, Drama",Patrick Ridremont,7
2012,"Comédia, Drama",Patrik Eklund,5.8
2012,"Comédia, Drama",Paul Verhoeven,6.2
2012,"Comédia, Drama","Phil Dorling, Ron Nyswaner",5.5
2012,"Comédia, Drama",Renjith,7.4
2012,"Comédia, Drama",Rob Reiner,7
2012,"Comédia, Drama",Roman Prygunov,6.5
2012,"Comédia, Drama",Saeed Soheili,5.6
2012,"Comédia, Drama",Sophie Letourneur,4.7
2012,"Comédia, Drama",Stephen Frears,4.8
2012,"Comédia, Drama",Stephen Gyllenhaal,5.3
2012,"Comédia, Drama",Steve Taylor,5.9
2012,"Comédia, Drama",Steven Soderbergh,6.1
2012,"Comédia, Drama",Stuart Blumberg,6.4
2012,"Comédia, Drama",Tapio Piirainen,6.7
2012,"Comédia, Drama",Ted Koland,6.5
2012,"Comédia, Drama",Todd Berger,6.5
2012,"Comédia, Drama",Tom O'Brien,5.2
2012,"Comédia, Drama",Tom O'Brien,5.2
2012,"Comédia, Drama",Viktor Shamirov,7.3
2012,"Comédia, Drama",Xavier Giannoli,5.3
2012,"Comédia, Drama",Yukiko Mishima,6.8
2012,"Comédia, Drama",Zam Salim,7.3
2012,"Comédia, Drama, Esporte",Diederick Koopal,7.5
2012,"Comédia, Drama, Família",Gauri Shinde,7.9
2012,"Comédia, Drama, Família",Jonathan Taieb,7.9
2012,"Comédia, Drama, Família",Peter Hedges,6.6
2012,"Comédia, Drama, Família",Umesh Shukla,8.2
2012,"Comédia, Drama, Família",Umesh Shukla,8.2
2012,"Comédia, Drama, Fantasia",Bryan Singer,7.6
2012,"Comédia, Drama, Fantasia",Ferzan Ozpetek,6.6
2012,"Comédia, Drama, Fantasia",Ferzan Ozpetek,6.6
2012,"Comédia, Drama, Fantasia",Joel Potrykus,5.4
2012,"Comédia, Drama, Fantasia","Jonathan Dayton, Valerie Faris",7.2
2012,"Comédia, Drama, Fantasia","Jonathan Dayton, Valerie Faris",7.2
2012,"Comédia, Drama, Fantasia","Pil-sung Yim, Jee-woon Kim",5.9
2012,"Comédia, Drama, Fantasia","S,S, Rajamouli, J,V,V, Sathyanarayana",8
2012,"Comédia, Drama, História",Aigars Grauba,7.9
2012,"Comédia, Drama, História","Shinji Higuchi, Isshin Inud�",6.5
2012,"Comédia, Drama, Mistério",François Ozon,7.4
2012,"Comédia, Drama, Mistério",Martin Gooch,4.4
2012,"Comédia, Drama, Mistério",Mikhail Segal,7.1
2012,"Comédia, Drama, Mistério",Mogens Hagedorn,5.1
2012,"Comédia, Drama, Mistério",Sylvie Testud,6.3
2012,"Comédia, Drama, Musical",Adam Shankman,5.9
2012,"Comédia, Drama, Musical",AnGuerra Rasheed,8.2
2012,"Comédia, Drama, Musical",Bille Woodruff,7.2
2012,"Comédia, Drama, Musical",Gary King,7.6
2012,"Comédia, Drama, Musical",Matti Kinnunen,6.5
2012,"Comédia, Drama, Musical",Paul Andrew Williams,7
2012,"Comédia, Drama, Romance",Alex Karpovsky,5.3
2012,"Comédia, Drama, Romance",Colin Trevorrow,7
2012,"Comédia, Drama, Romance",Daniel Hsia,6.3
2012,"Comédia, Drama, Romance",David Frankel,6.3
2012,"Comédia, Drama, Romance","David O, Russell",7.8
2012,"Comédia, Drama, Romance",Donald Rice,5.6
2012,"Comédia, Drama, Romance",Donald Rice,5.6
2012,"Comédia, Drama, Romance",Emilio Martínez Lázaro,4.4
2012,"Comédia, Drama, Romance",Gi-hoon Jeong,6.9
2012,"Comédia, Drama, Romance",Gy�rgy P�lfi,8.2
2012,"Comédia, Drama, Romance",Homi Adajania,6.1
2012,"Comédia, Drama, Romance",Jason Chaet,6.4
2012,"Comédia, Drama, Romance",Jon Kasdan,7
2012,"Comédia, Drama, Romance",Jon Kasdan,7
2012,"Comédia, Drama, Romance",Joram L�rsen,6.7
2012,"Comédia, Drama, Romance",Josh Boone,7.3
2012,"Comédia, Drama, Romance",Joss Whedon,7.2
2012,"Comédia, Drama, Romance",Julie Delpy,6
2012,"Comédia, Drama, Romance",Kirk Jones,5.7
2012,"Comédia, Drama, Romance",Kunal Kohli,4.7
2012,"Comédia, Drama, Romance",Kyu-dong Min,6.6
2012,"Comédia, Drama, Romance",Lee Kirk,6.7
2012,"Comédia, Drama, Romance",Lee Toland Krieger,6.7
2012,"Comédia, Drama, Romance",Lisa Azuelos,4.2
2012,"Comédia, Drama, Romance",Marco Petry,6.8
2012,"Comédia, Drama, Romance",Michael Feifer,5.8
2012,"Comédia, Drama, Romance",Noah Buschel,6.8
2012,"Comédia, Drama, Romance",Paolo Virz�,6.8
2012,"Comédia, Drama, Romance",Patrik-Ian Polk,6.3
2012,"Comédia, Drama, Romance",Ryan Darst,6.8
2012,"Comédia, Drama, Romance",Todd Louiso,6.2
2012,"Comédia, Drama, Romance",Tyler Perry,5.3
2012,"Comédia, Drama, Sci-Fi","Chris McCawley, Jim Morrison, Jim Munroe, Tate Young",6.5
2012,"Comédia, Drama, Thriller",Rolf de Heer,5.5
2012,"Comédia, Drama, Western",Elia Petridis,6.1
2012,"Comédia, Esporte",Olivier Dahan,5.3
2012,"Comédia, Família",Alex Zamm,3.9
2012,"Comédia, Família",Andy Fickman,6
2012,"Comédia, Família",David Bowers,6.4
2012,"Comédia, Família",Geoff Anderson,4.4
2012,"Comédia, Família",Hannes Holm,4
2012,"Comédia, Família",John Whitesell,5.2
2012,"Comédia, Família",John Whitesell,5.2
2012,"Comédia, Família",Robert Vince,4.5
2012,"Comédia, Família, Musical",Mari Rantasila,4.7
2012,"Comédia, Família, Romance",Adam Lipsius,5.8
2012,"Comédia, Família, Romance",Halder Gomes,6.8
2012,"Comédia, Família, Romance",Michael Feifer,6
2012,"Comédia, Fantasia",Seth MacFarlane,7
2012,"Comédia, Fantasia, Romance",Yasuhiro Kawamura,6
2012,"Comédia, Fantasia, Thriller",Ramaa Mosley,6.4
2012,"Comédia, Mistério",Quentin Dupieux,6.2
2012,"Comédia, Mistério, Thriller",Matthew Spradlin,4.5
2012,"Comédia, Mistério, Thriller",Ryan Mitchelle,7.7
2012,"Comédia, Musical","Lars Jessen, Jacques Palminger, Rocko Schamoni, Sebastian Schultz, Heinz Strunk",7.1
2012,"Comédia, Musical",Todd Graff,5.6
2012,"Comédia, Musical, Romance",Jason Moore,7.3
2012,"Comédia, Musical, Sci-Fi","John Mitchell, Jeremy Kipp Walker",7.4
2012,"Comédia, Romance",Alexis Lloyd,4
2012,"Comédia, Romance",Anton Bormatov,4.4
2012,"Comédia, Romance",Boris Kunz,6.3
2012,"Comédia, Romance",Bradford May,6
2012,"Comédia, Romance",Bryan Fogel,4.3
2012,"Comédia, Romance",Bryan Lefler,5.7
2012,"Comédia, Romance",Gary Yates,6.5
2012,"Comédia, Romance",Ho-Cheung Pang,7
2012,"Comédia, Romance",James Huth,6.5
2012,"Comédia, Romance",Jason Wan Lim,2.8
2012,"Comédia, Romance",Jesse Lawrence,4.3
2012,"Comédia, Romance",John Chuldenko,5.7
2012,"Comédia, Romance",Karan Johar,5.5
2012,"Comédia, Romance",Leslye Headland,5.3
2012,"Comédia, Romance",Mandeep Kumar,5.7
2012,"Comédia, Romance",Mark Griffiths,6.2
2012,"Comédia, Romance",Michael Mohan,5.7
2012,"Comédia, Romance",Monica Mingo,4.3
2012,"Comédia, Romance",Nicholas Stoller,6.2
2012,"Comédia, Romance",Pascal Chaumeil,6.3
2012,"Comédia, Romance",Patricia Mart�nez de Velasco,6.9
2012,"Comédia, Romance",Peter Templeman,5.8
2012,"Comédia, Romance",Pin-Chuan Kao,6.2
2012,"Comédia, Romance",Ric Klass,4.8
2012,"Comédia, Romance",Rob Sitch,5.8
2012,"Comédia, Romance",Robert Hasfogel,4.9
2012,"Comédia, Romance",Roberto Santucci,5.8
2012,"Comédia, Romance",Ryan Sage,6.3
2012,"Comédia, Romance",Sajid Khan,5.1
2012,"Comédia, Romance",Samuli Valkama,5.7
2012,"Comédia, Romance",Sean Garrity,6.1
2012,"Comédia, Romance",Sean Gerowin,6.7
2012,"Comédia, Romance",Shoojit Sircar,7.8
2012,"Comédia, Romance",Sophie Lellouche,6.2
2012,"Comédia, Romance",Sung-hyun Byun,6.8
2012,"Comédia, Romance",Susanne Bier,6.6
2012,"Comédia, Romance",Tim Story,6.6
2012,"Comédia, Romance",Tom Gustafson,6.1
2012,"Comédia, Romance",Vlatka Vorkapic,7.2
2012,"Comédia, Romance",Woody Allen,6.3
2012,"Comédia, Romance, Esporte",Gabriele Muccino,5.7
2012,"Comédia, Romance, Esporte",R�gis Roinsard,6.9
2012,"Comédia, Sci-Fi",Armen Evrensel,7.5
2012,"Comédia, Sci-Fi",Hideki Takeuchi,6.4
2012,"Comédia, Sci-Fi",Shirish Kunder,2.5
2012,"Comédia, Talk-Show",Chuck O'Neil,8.2
2012,"Comédia, Terror",Alex Craig Mann,4.5
2012,"Comédia, Terror",Boris Rodriguez,5.6
2012,"Comédia, Terror",Boris Rodriguez,5.6
2012,"Comédia, Terror","Cameron Cairnes, Colin Cairnes",5.9
2012,"Comédia, Terror",Conor McMahon,5.7
2012,"Comédia, Terror","Crispian Mills, Chris Hopewell",5.9
2012,"Comédia, Terror",Danielle Harris,4.5
2012,"Comédia, Terror",John Gulager,3.8
2012,"Comédia, Terror",Jordan Downey,3.6
2012,"Comédia, Terror","Kaare Andrews, Angela Bettis, H�l�ne Cattet, Ernesto D�az Espinoza, Jason Eisener, Bruno Forzani, Adri�n Garc�a Bogliano, Xavier Gens, Jorge Michel Grau, Lee Hardcastle, Noboru Iguchi, Thomas Cappelen Malling, Anders Morgenthaler, Yoshihiro Nishimura, Banjong Pisanthanakun, Simon Rumley, Marcel Sarmiento, Jon Schnepp, Srdjan Spasojevic, Timo Tjahjanto, Andrew Traucki, Nacho Vigalondo, Jake West, Ti West, Ben Wheatley, Adam Wingard, Yudai Yamaguchi",4.7
2012,"Comédia, Terror","Martijn Smits, Erwin van den Eshof",4.9
2012,"Comédia, Terror",Matt Mitchell,3.9
2012,"Comédia, Terror",Matthias Hoene,5.9
2012,"Comédia, Terror","Michael Hoffman Jr,, Aaron T, Wells",3.5
2012,"Comédia, Terror","Ronnie Khalil, Monroe Mann, Jorge Vald�s-Iga",3.8
2012,"Comédia, Terror",Tim Burton,6.2
2012,"Comédia, Terror",Travis Long,5.8
2012,"Comédia, Terror",Vito Trabucco,4.7
2012,"Comédia, Terror, Mistério",Robert Heath,5.6
2012,"Comédia, Terror, Mistério","Steven C, Miller",5.2
2012,"Comédia, Terror, Romance",Amy Heckerling,5.1
2012,"Comédia, Terror, Sci-Fi",Casey Walker,5.3
2012,"Comédia, Terror, Sci-Fi",Don Coscarelli,6.4
2012,"Comédia, Terror, Sci-Fi",Jon Wright,6.3
2012,"Comédia, Terror, Thriller",Dominic Burns,3.9
2012,"Comédia, Terror, Thriller","J,T, Petty",4.7
2012,"Comédia, Terror, Thriller",Stuart Urban,5.4
2012,"Comédia, Thriller",Jesse Baget,4.9
2012,"Comédia, Western",Matt Piedmont,5.5
2012,Crime,Er Cheng,6.8
2012,Crime,J�rgen Bergmark,5.2
2012,Crime,Paul Tanter,5.1
2012,"Crime, Drama",Ana Piterbarg,5.5
2012,"Crime, Drama",Antti Jokinen,7.2
2012,"Crime, Drama",Ben Drew,7
2012,"Crime, Drama",John Hillcoat,7.3
2012,"Crime, Drama",Laurent Cantet,6.2
2012,"Crime, Drama",Marc Evans,5.8
2012,"Crime, Drama",Megan Griffiths,6.7
2012,"Crime, Drama",Pascal Bergamin,6.8
2012,"Crime, Drama",Philippe Lefebvre,6.7
2012,"Crime, Drama",Sebastian Gutierrez,5.9
2012,"Crime, Drama",Sheldon Candis,5.8
2012,"Crime, Drama",Ursula Meier,7.1
2012,"Crime, Drama",Yi-kwan Kang,6.6
2012,"Crime, Drama",Yi-kwan Kang,6.6
2012,"Crime, Drama, Família",Balaji Shaktivel,8
2012,"Crime, Drama, Mistério",Amy Seimetz,6.3
2012,"Crime, Drama, Mistério",Brian De Palma,5.3
2012,"Crime, Drama, Mistério",Chris Fisher,5.3
2012,"Crime, Drama, Mistério",Colm McCarthy,8.3
2012,"Crime, Drama, Mistério",George Gallo,5.9
2012,"Crime, Drama, Mistério",Reema Kagti,7.3
2012,"Crime, Drama, Musical","Jo�o Pedro Rodrigues, Jo�o Rui Guerra da Mata",6.3
2012,"Crime, Drama, Romance",Ashim Ahluwalia,6.7
2012,"Crime, Drama, Terror",David Schmoeller,4.7
2012,"Crime, Drama, Terror","Jen Soska, Sylvia Soska",6.3
2012,"Crime, Drama, Terror",Pascal Laugier,6
2012,"Crime, Drama, Terror","Terron R, Parsons",3.3
2012,"Crime, Drama, Thriller",Anders Engström,5.8
2012,"Crime, Drama, Thriller",Craig Zobel,6.4
2012,"Crime, Drama, Thriller",David Ayer,7.7
2012,"Crime, Drama, Thriller",David Ondrícek,7.2
2012,"Crime, Drama, Thriller",David Ondrícek,7.2
2012,"Crime, Drama, Thriller",David Weaver,5.6
2012,"Crime, Drama, Thriller",Derek Cianfrance,7.3
2012,"Crime, Drama, Thriller",Hadi Hajaig,6.3
2012,"Crime, Drama, Thriller",Lasse Hallstr�m,5.5
2012,"Crime, Drama, Thriller",Lauri T�rh�nen,5.2
2012,"Crime, Drama, Thriller",Lauri T�rh�nen,4.8
2012,"Crime, Drama, Thriller",Luc Dionne,6
2012,"Crime, Drama, Thriller",Michel Monty,4.2
2012,"Crime, Drama, Thriller",Nick Murphy,5.9
2012,"Crime, Drama, Thriller",Oliver Stone,6.5
2012,"Crime, Drama, Thriller",Peter Flinth,6.4
2012,"Crime, Drama, Thriller",Rowan Athale,6.5
2012,"Crime, Drama, Thriller",Stefan Ruzowitzky,6.3
2012,"Crime, Mistério, Thriller",Curtis Crawford,5.2
2012,"Crime, Mistério, Thriller",James McTeigue,6.4
2012,"Crime, Mistério, Thriller",Kern Saxton,6
2012,"Crime, Mistério, Thriller",Morgan O'Neill,5.7
2012,"Crime, Mistério, Thriller",Vic Sarin,6.1
2012,"Crime, Sci-Fi, Thriller",Shawn Holmes,6.9
2012,"Crime, Terror, Mistério",Tae-kyeong Kim,4.9
2012,"Crime, Thriller",Andrew Dominik,6.2
2012,"Crime, Thriller",Andrew Dominik,6.2
2012,"Crime, Thriller",Bradley Walsh,5.7
2012,"Crime, Thriller",Dibakar Banerjee,7.3
2012,"Crime, Thriller",Gabriela Tagliavini,4.2
2012,"Crime, Thriller",Jong-bin Yun,7.2
2012,"Crime, Thriller",Luis Prieto,5.5
2012,"Crime, Thriller",Ron Morales,6.7
2012,"Crime, Thriller",�skar Th�r Axelsson,6.8
2012,Curta,Aleksey Nuzhny,7.5
2012,Curta,Ben West,6.3
2012,Curta,Benjamin Leavitt,7.4
2012,Curta,Michael Spiccia,7.4
2012,Curta,Ming-liang Tsai,7.1
2012,"Curta, Ação, Comédia","Adrián Cardona, David Muñoz",7.1
2012,"Curta, Ação, Comédia",Johnny Barrington,7.2
2012,"Curta, Ação, Crime",Phil Joanou,8.2
2012,"Curta, Ação, Sci-Fi","François Alaux, Hervé de Crécy",7.6
2012,"Curta, Ação, Sci-Fi",Louis D'Esposito,6.7
2012,"Curta, Ação, Terror",Michael Ballif,5.9
2012,"Curta, Comédia",Jay Rosenblatt,6.8
2012,"Curta, Comédia, Drama",Selma Vilhunen,6.7
2012,"Curta, Crime, Drama","Aaron C, Peer",7
2012,"Curta, Drama",Antti Heikki Pesonen,6.8
2012,"Curta, Drama",Athina Rachel Tsangari,6.2
2012,"Curta, Drama",Jo�o Salaviza,6.2
2012,"Curta, Drama",Shawn Christensen,7.9
2012,"Curta, Drama, Fantasia",Tom Van Avermaet,7.2
2012,"Curta, Drama, Romance",Cameron Covell,7
2012,"Curta, Drama, Romance",Stephane Riethauser,7.5
2012,"Curta, Drama, Sci-Fi",Daniel Speers,8.1
2012,"Curta, Drama, Thriller",Joe Kawasaki,4.1
2012,"Curta, Sci-Fi","Daniel Lazo, Eran May-Raz",7.3
2012,"Curta, Sci-Fi",Ian Hubert,5.6
2012,"Curta, Sci-Fi",Stephan Zlotescu,6.7
2012,Documentário,Alan Berliner,7.4
2012,Documentário,"Alastair Fothergill, Mark Linfield",7.2
2012,Documentário,Aleksi Bardy,5.5
2012,Documentário,Alex Gibney,8
2012,Documentário,Alex Gibney,7.5
2012,Documentário,Alex Meillier,8.2
2012,Documentário,Alison Klayman,7.6
2012,Documentário,Amy Berg,7.9
2012,Documentário,Angelo Guglielmo,6.8
2012,Documentário,"Aris Chatzistefanou, Katerina Kitidi",7.9
2012,Documentário,Ben Lewis,6.8
2012,Documentário,Benny Zenga,7.5
2012,Documentário,"Bill Ross IV, Turner Ross",6.5
2012,Documentário,Bing Wang,7.1
2012,Documentário,Brad Bernstein,7.6
2012,Documentário,Brad Crawford,6.6
2012,Documentário,Brett Whitcomb,7.5
2012,Documentário,Brian Knappenberger,7.4
2012,Documentário,Bryce Wagoner,5.8
2012,Documentário,Candida Brady,7.5
2012,Documentário,Caroline Bacle,7.8
2012,Documentário,Caroline Martel,8
2012,Documentário,"Chike Ozah, Coodie Simmons",7.4
2012,Documentário,"Chris Alstrin, Jimmy Chin, Paul Diffley, Anson Fogel, Josh Lowell, Alex Lowther, Peter Mortimer, Renan Ozturk, Nick Rosen",7.9
2012,Documentário,Christopher Kenneally,7.7
2012,Documentário,Dafna Yachin,8.2
2012,Documentário,Dan Forrer,6.5
2012,Documentário,"Dana Doron, Uriel Sinai",8.3
2012,Documentário,Danielle Gardner,6.2
2012,Documentário,Dave Ohlson,7.5
2012,Documentário,"David Morris, Jacqui Morris",8.1
2012,Documentário,David Turnley,6.8
2012,Documentário,Debbie Lum,7.4
2012,Documentário,Denis Côté,6.7
2012,Documentário,Dheeraj Akolkar,7.4
2012,Documentário,"Dinesh D'Souza, John Sullivan",5.1
2012,Documentário,"Drew DeNicola, Olivia Mori",7.1
2012,Documentário,Dror Moreh,7.6
2012,Documentário,Eric Walter,5.5
2012,Documentário,Estela Renner,7.8
2012,Documentário,Eugene Jarecki,7.9
2012,Documentário,"Fenton Bailey, Randy Barbato",7.2
2012,Documentário,Florian Opitz,6.8
2012,Documentário,Gaël Leiblang,6.9
2012,Documentário,German Doin,7.4
2012,Documentário,Giovanna Gagliardo,5.2
2012,Documentário,Gotham Chopra,5.6
2012,Documentário,Grant Gee,6.9
2012,Documentário,Greg MacGillivray,6.5
2012,Documentário,Gregory Marquette,6.9
2012,Documentário,Gustavo Font�n,5.3
2012,Documentário,Hans Fjellestad,6.9
2012,Documentário,Harris Done,6.3
2012,Documentário,"Heidi Ewing, Rachel Grady",6.6
